name,family,outcome,proposal_call_seconds,check_seconds,certificate_bytes
segment-15,integral_coordinates,homology,0.0007201739999800338,0.00015651600006094668,527
boundary-15,cycle_filling,fill,0.0007546870001533534,3.125699981865182e-05,49
cycle-15,cycle_classification,obstruction,0.0007680769999751647,3.50120001257892e-05,73
induced-scale-15,induced_maps,induced,0.0014062579998608271,0.0003227960000913299,1151
induced-basis-15,induced_maps,induced,0.0015389679999771033,0.0003114889998414583,1153
segment-16,integral_coordinates,homology,0.0012990360000912915,0.00027720799994312983,643
boundary-16,cycle_filling,fill,0.0013038439999490947,7.523299996137212e-05,54
cycle-16,cycle_classification,obstruction,0.001315260999945167,4.5960000079503516e-05,78
induced-scale-16,induced_maps,induced,0.0024826090000260592,0.0006383209999967221,1407
induced-basis-16,induced_maps,induced,0.003390446000139491,0.0007051820000469888,1411
segment-17,integral_coordinates,homology,0.0010775030000331753,0.00019970999983343063,551
boundary-17,cycle_filling,fill,0.0009072169998489699,3.5863999983121175e-05,53
cycle-17,cycle_classification,fill,0.0008620279998012847,3.400100013095653e-05,53
induced-scale-17,induced_maps,induced,0.0015734799999336246,0.0003419649999614194,1193
induced-basis-17,induced_maps,induced,0.0015821030001461622,0.0003732019999915792,1192
segment-18,integral_coordinates,homology,0.0004338930000358232,9.827799999584386e-05,445
boundary-18,cycle_filling,fill,0.00044298800003161887,2.7179999960935675e-05,49
cycle-18,cycle_classification,fill,0.0004406030000154715,2.6801000103660044e-05,49
induced-scale-18,induced_maps,induced,0.0008390739999413199,0.00019553399988581077,980
induced-basis-18,induced_maps,induced,0.0008520629999111407,0.00018985599990628543,978
segment-19,integral_coordinates,homology,0.0005828979999478179,0.0001581080000505608,518
boundary-19,cycle_filling,fill,0.0006233290000636771,2.8743000029862742e-05,54
cycle-19,cycle_classification,fill,0.0005976899999495799,2.944399989246449e-05,54
induced-scale-19,induced_maps,induced,0.00119701299990993,0.0002701270000216027,1126
induced-basis-19,induced_maps,induced,0.0010947390001092572,0.00027847899991684244,1126
segment-20,integral_coordinates,homology,0.0009094800000184478,0.00021308099985617446,575
boundary-20,cycle_filling,fill,0.0009295099998780643,3.345100003571133e-05,56
cycle-20,cycle_classification,obstruction,0.0009280879999096214,3.6614999999073916e-05,75
induced-scale-20,induced_maps,induced,0.0017919289998644672,0.00047968200010473083,1257
induced-basis-20,induced_maps,induced,0.001801963999923828,0.0006579509999937727,1257
segment-21,integral_coordinates,homology,0.0012733679998291336,0.00026298600005247863,613
boundary-21,cycle_filling,fill,0.001316051999992851,4.656999999497202e-05,56
cycle-21,cycle_classification,obstruction,0.001155019999941942,4.818200000045181e-05,77
induced-scale-21,induced_maps,induced,0.002311010999846985,0.0005580600000030245,1325
induced-basis-21,induced_maps,induced,0.0022128930002054403,0.000561024999797155,1318
segment-22,integral_coordinates,homology,0.0011998780000794795,0.000309545999925831,668
boundary-22,cycle_filling,fill,0.001237903999935952,3.82279999939783e-05,53
cycle-22,cycle_classification,obstruction,0.0012008280000372906,4.07120001000294e-05,79
induced-scale-22,induced_maps,induced,0.004246946999955981,0.0010241130000849807,1480
induced-basis-22,induced_maps,induced,0.002560035999977117,0.0007114719999208319,1486
segment-23,integral_coordinates,homology,0.0010976430000937398,0.00022045199989406683,625
boundary-23,cycle_filling,fill,0.0012903130000267993,4.1732999989108066e-05,51
cycle-23,cycle_classification,obstruction,0.0011363820001406566,4.2042999893965316e-05,79
induced-scale-23,induced_maps,induced,0.0022674240001379076,0.000507183999843619,1347
induced-basis-23,induced_maps,induced,0.0023324930000399036,0.0006478259999767033,1336
segment-24,integral_coordinates,homology,0.0005315309999787132,0.00018033200012723682,490
boundary-24,cycle_filling,fill,0.0006329029999960767,2.9775000029985677e-05,54
cycle-24,cycle_classification,fill,0.0005530529999759892,2.8393000093274168e-05,54
segment-25,integral_coordinates,homology,0.0004373790000045119,0.00010452700007590465,484
boundary-25,cycle_filling,fill,0.000465041000097699,2.4365999934161664e-05,49
cycle-25,cycle_classification,fill,0.0005076639999970212,2.6189999971393263e-05,49
segment-26,integral_coordinates,homology,0.0004155459998855804,9.596400013833772e-05,458
boundary-26,cycle_filling,fill,0.00043067799992968503,2.46179999976448e-05,50
cycle-26,cycle_classification,fill,0.0004281450001144549,2.4056000029304414e-05,50
segment-27,integral_coordinates,homology,0.000629138000022067,0.000141802999905849,534
boundary-27,cycle_filling,fill,0.00068329900000208,3.0255999945438816e-05,58
cycle-27,cycle_classification,fill,0.0005875749998267565,2.659000006133283e-05,58
segment-28,integral_coordinates,homology,0.0009957400000075722,0.00030303599987746566,629
boundary-28,cycle_filling,fill,0.0009907819999170897,3.0246000051192823e-05,50
cycle-28,cycle_classification,obstruction,0.0009419190000699018,3.2569000040894025e-05,79
segment-29,integral_coordinates,homology,0.0013484010000865965,0.0003613740000218968,714
boundary-29,cycle_filling,fill,0.0014861879999443772,4.427700014275615e-05,54
cycle-29,cycle_classification,obstruction,0.0013482710000971565,4.596899998432491e-05,79
segment-30,integral_coordinates,homology,0.001486558999886256,0.0003186500000538217,726
boundary-30,cycle_filling,fill,0.001677577000009478,7.232899997688946e-05,63
cycle-30,cycle_classification,obstruction,0.0014666990000478108,5.3270999842425226e-05,81
segment-31,integral_coordinates,homology,0.0005583610000030603,0.00011663500004033267,482
boundary-31,cycle_filling,fill,0.0005870840000170574,2.986499998769432e-05,52
cycle-31,cycle_classification,fill,0.0006450719999975263,3.444100002525374e-05,52
segment-32,integral_coordinates,homology,0.0014291829998001049,0.00034141400010412326,738
boundary-32,cycle_filling,fill,0.0015886129999671539,5.84680001338711e-05,58
cycle-32,cycle_classification,obstruction,0.0017118480000135605,6.148199986455438e-05,77
segment-33,integral_coordinates,homology,0.0003053290001844289,0.00011831899996650463,436
boundary-33,cycle_filling,fill,0.0003673940000226139,2.394600005573011e-05,49
cycle-33,cycle_classification,fill,0.0003349940000134666,2.280400008203287e-05,49
segment-34,integral_coordinates,homology,0.0007754680000289227,0.0001237659998878371,488
boundary-34,cycle_filling,fill,0.0007348760000240873,3.241899980821472e-05,49
cycle-34,cycle_classification,obstruction,0.0006875159999708558,3.265899999860267e-05,73
segment-35,integral_coordinates,homology,0.0008912120001696167,0.0001848489998792502,568
boundary-35,cycle_filling,fill,0.0009453640000174346,3.96689999888622e-05,54
cycle-35,cycle_classification,fill,0.000926385999946433,3.9189000062833657e-05,54
segment-36,integral_coordinates,homology,0.0008624390000022686,0.00018365699997957563,540
boundary-36,cycle_filling,fill,0.0010417290000077628,3.541399996720429e-05,54
cycle-36,cycle_classification,obstruction,0.0009315030001744162,3.957999979320448e-05,73
segment-37,integral_coordinates,homology,0.0006139150000308291,0.00015151799993873283,554
boundary-37,cycle_filling,fill,0.0006622569999308325,2.9054000151518267e-05,58
cycle-37,cycle_classification,fill,0.0006586919998881058,2.9224000172689557e-05,58
segment-38,integral_coordinates,homology,0.000928548000047158,0.00016598000001977198,550
boundary-38,cycle_filling,fill,0.0009411769999587705,3.8657999994029524e-05,56
cycle-38,cycle_classification,fill,0.0009115830000610003,3.5923999803344486e-05,52
segment-39,integral_coordinates,homology,0.0010966019999614218,0.00021272999993016128,582
boundary-39,cycle_filling,fill,0.0011403480000353738,4.001000002062938e-05,52
cycle-39,cycle_classification,obstruction,0.0011226710000755702,4.1813000052570715e-05,78
segment-40,integral_coordinates,homology,0.0007602149999001995,0.0002159150001261878,557
boundary-40,cycle_filling,fill,0.0008666059998176934,3.080600004068401e-05,51
cycle-40,cycle_classification,obstruction,0.0008180520001133118,3.215899982933479e-05,77
segment-41,integral_coordinates,homology,0.0005565080000451417,0.00012319500001467532,471
boundary-41,cycle_filling,fill,0.0005929930000547756,2.8752999924108735e-05,49
cycle-41,cycle_classification,obstruction,0.0005460630000015954,2.8853000003437046e-05,73
segment-42,integral_coordinates,homology,0.0015100850000635546,0.000427863999902911,778
boundary-42,cycle_filling,fill,0.0016537809999590536,4.6180000026652124e-05,59
cycle-42,cycle_classification,obstruction,0.0015871709999828454,4.708100004791049e-05,80
segment-43,integral_coordinates,homology,0.002125711999951818,0.0004265430000032211,811
boundary-43,cycle_filling,fill,0.0019566070000109903,6.409700017684372e-05,57
cycle-43,cycle_classification,obstruction,0.0018733409999640571,6.558899985975586e-05,79
segment-44,integral_coordinates,homology,0.0010835110001607973,0.00026382799978819094,644
boundary-44,cycle_filling,fill,0.0011376929999187269,4.47079999048583e-05,58
