basis_dimension,bundle_bytes,coefficient_degree,columns,expanded,family,flux_degree,generators,groebner_builds,maximum_degree,membership_queries,name,pairs,pullbacks,reason,replay_seconds,rows,seconds,span_queries,status,systems
5,14978,,,,vector_generated,,,,2,,affine_pair_12,,10,,0.006674684000017805,,0.18228135599997586,11,proved,
5,16350,,,,vector_generated,,,,2,,affine_pair_13,,10,,0.006513755000014498,,0.15712824499996714,11,proved,
5,17657,,,,vector_generated,,,,2,,affine_pair_14,,10,,0.008942891000060627,,0.21160228399980952,11,proved,
5,16734,,,,vector_generated,,,,2,,affine_pair_15,,10,,0.008118567999872539,,0.21241448199998558,11,proved,
5,16680,,,,vector_generated,,,,2,,affine_pair_16,,10,,0.006581970000070214,,0.1682208449999507,11,proved,
5,16807,,,,vector_generated,,,,2,,affine_pair_17,,10,,0.007774848999815731,,0.1953098639999098,11,proved,
5,15733,,,,vector_generated,,,,2,,affine_pair_18,,10,,0.007622595999919213,,0.17511953500002164,11,proved,
5,15365,,,,vector_generated,,,,2,,affine_pair_19,,10,,0.006487985999910961,,0.15932280800006993,11,proved,
5,15071,,,,vector_generated,,,,2,,affine_pair_20,,10,,0.006763208000165832,,0.1616243379999105,11,proved,
5,16918,,,,vector_generated,,,,2,,affine_pair_21,,10,,0.008622876000117685,,0.20438107100017078,11,proved,
5,16254,,,,vector_generated,,,,2,,affine_pair_22,,10,,0.011157019999927797,,0.1855143660000067,11,proved,
5,15800,,,,vector_generated,,,,2,,affine_pair_23,,10,,0.007905170999947586,,0.18998575199998413,11,proved,
,3461,,,,ideal_generated,,1,1,2,3,nonlinear_pair_00,,2,,0.0002675780001482053,,0.007040013000050749,,proved,
,3927,,,,ideal_generated,,1,1,3,3,nonlinear_pair_01,,2,,0.000252007999961279,,0.0064540930000021035,,proved,
,4088,,,,ideal_generated,,1,1,4,3,nonlinear_pair_02,,2,,0.00035221500002080575,,0.008047937000128513,,proved,
,2698,,,,ideal_generated,,1,1,2,3,nonlinear_pair_03,,2,,0.00017237099996236793,,0.004717752999795266,,proved,
,3624,,,,ideal_generated,,1,1,3,3,nonlinear_pair_04,,2,,0.00039225900013661885,,0.005992946000105803,,proved,
,4095,,,,ideal_generated,,1,1,4,3,nonlinear_pair_05,,2,,0.0002581300000201736,,0.00878098999987742,,proved,
,3456,,,,ideal_generated,,1,1,2,3,nonlinear_pair_06,,2,,0.000222183000005316,,0.007376337999858151,,proved,
,3922,,,,ideal_generated,,1,1,3,3,nonlinear_pair_07,,2,,0.0002840680001554574,,0.0064923550000912655,,proved,
,4095,,,,ideal_generated,,1,1,4,3,nonlinear_pair_08,,2,,0.0002906299998812756,,0.006509917000130372,,proved,
,3756,,,,ideal_generated,,1,1,2,3,nonlinear_pair_09,,2,,0.00033370099981766543,,0.005351712999981828,,proved,
,3920,,,,ideal_generated,,1,1,3,3,nonlinear_pair_10,,2,,0.0003102470000158064,,0.007126743000071656,,proved,
,4097,,,,ideal_generated,,1,1,4,3,nonlinear_pair_11,,2,,0.0009305410001161363,,0.005733393000127762,,proved,
,3754,,,,ideal_generated,,1,1,2,3,nonlinear_pair_12,,2,,0.0002464279998548591,,0.006379403000210004,,proved,
,3624,,,,ideal_generated,,1,1,3,3,nonlinear_pair_13,,2,,0.00023436699984813458,,0.0068492679999963,,proved,
,4093,,,,ideal_generated,,1,1,4,3,nonlinear_pair_14,,2,,0.00025496400007796183,,0.006629368999938379,,proved,
,3752,,,,ideal_generated,,1,1,2,3,nonlinear_pair_15,,2,,0.0002372720000494155,,0.005836645000044882,,proved,
,3402,,,,ideal_named,,3,3,2,4,ideal_joint_product,,3,,0.00033870000015667756,,0.01684393400000772,,proved,
2,1042,,,,vector_negative,,,,1,,false_recurrence_00,,2,,5.1605999942694325e-05,,0.0015538699999524397,2,refuted,
2,1042,,,,vector_negative,,,,1,,false_recurrence_01,,2,,5.470099995363853e-05,,0.0015676450000228215,2,refuted,
2,1042,,,,vector_negative,,,,1,,false_recurrence_02,,2,,5.2917999937562854e-05,,0.0015678359998219094,2,refuted,
2,1042,,,,vector_negative,,,,1,,false_recurrence_03,,2,,5.2737999794771895e-05,,0.0015580169999793725,2,refuted,
2,1042,,,,vector_negative,,,,1,,false_recurrence_04,,2,,5.273800002214557e-05,,0.0016691739999714628,2,refuted,
2,1042,,,,vector_negative,,,,1,,false_recurrence_05,,2,,5.254799998510862e-05,,0.0015710220000073605,2,refuted,
2,1042,,,,vector_negative,,,,1,,false_recurrence_06,,2,,5.2848999985144474e-05,,0.0016311040001255606,2,refuted,
2,1042,,,,vector_negative,,,,1,,false_recurrence_07,,2,,5.2688999858219177e-05,,0.001495631000125286,2,refuted,
2,1042,,,,vector_negative,,,,1,,false_recurrence_08,,2,,5.240799987404898e-05,,0.0021962250000342465,2,refuted,
2,1043,,,,vector_negative,,,,1,,false_recurrence_09,,2,,5.440100017040095e-05,,0.0027189969998744346,2,refuted,
2,1043,,,,vector_negative,,,,1,,false_recurrence_10,,2,,5.888000009690586e-05,,0.0016205040001295856,2,refuted,
2,1043,,,,vector_negative,,,,1,,false_recurrence_11,,2,,0.00012406099995132536,,0.002011531000107425,2,refuted,
2,1043,,,,vector_negative,,,,1,,false_recurrence_12,,2,,5.569299992203014e-05,,0.0017825859999902605,2,refuted,
2,1043,,,,vector_negative,,,,1,,false_recurrence_13,,2,,5.241700000624405e-05,,0.001724397000089084,2,refuted,
2,1043,,,,vector_negative,,,,1,,false_recurrence_14,,2,,5.351000004338857e-05,,0.0014692320000904147,2,refuted,
2,1043,,,,vector_negative,,,,1,,false_recurrence_15,,2,,5.165700008546992e-05,,0.0017316910000317876,2,refuted,
,898,,,3,finite_state,,,,,,moore_000,3,,,1.118099999075639e-05,,3.304100005152577e-05,,proved,
,950,,,1,finite_state,,,,,,moore_001,1,,,7.593999953314778e-06,,1.599000006535789e-05,,refuted,
,1348,,,5,finite_state,,,,,,moore_002,5,,,1.4737000128661748e-05,,2.8793000183213735e-05,,proved,
,864,,,1,finite_state,,,,,,moore_003,1,,,6.431999963751878e-06,,1.2333000086073298e-05,,refuted,
,1205,,,5,finite_state,,,,,,moore_004,5,,,1.181099992209056e-05,,2.4355999812541995e-05,,proved,
,1150,,,1,finite_state,,,,,,moore_005,1,,,7.825000011507655e-06,,1.3886000033380697e-05,,refuted,
,1212,,,2,finite_state,,,,,,moore_006,2,,,3.261000006204995e-05,,1.8855000007533818e-05,,proved,
,1191,,,2,finite_state,,,,,,moore_007,3,,,8.324999953401857e-06,,1.8164000039178063e-05,,refuted,
,992,,,3,finite_state,,,,,,moore_008,3,,,1.0610000117594609e-05,,2.725100011957693e-05,,proved,
,921,,,2,finite_state,,,,,,moore_009,2,,,5.8910000007017516e-06,,1.4085999964663642e-05,,refuted,
,1623,,,7,finite_state,,,,,,moore_010,7,,,1.611899983799958e-05,,3.100800017818983e-05,,proved,
,883,,,2,finite_state,,,,,,moore_011,4,,,6.181999879117939e-06,,1.4266000107454602e-05,,refuted,
,1074,,,3,finite_state,,,,,,moore_012,3,,,9.74799991126929e-06,,1.9005000012839446e-05,,proved,
,972,,,3,finite_state,,,,,,moore_013,4,,,6.812999799876707e-06,,1.970700009223947e-05,,refuted,
,916,,,1,finite_state,,,,,,moore_014,1,,,8.346000186065794e-06,,1.8755000155579182e-05,,proved,
,908,,,1,finite_state,,,,,,moore_015,1,,,8.797000191407278e-06,,1.7994000018006773e-05,,proved,
,1585,,,6,finite_state,,,,,,moore_016,6,,,1.3675999980478082e-05,,2.7029999955630046e-05,,proved,
,1163,,,4,finite_state,,,,,,moore_017,9,,,7.714999810559675e-06,,1.8864000139728887e-05,,refuted,
,822,,,1,finite_state,,,,,,moore_018,1,,,6.942999789316673e-06,,1.389599992762669e-05,,proved,
,950,,,1,finite_state,,,,,,moore_019,1,,,5.960000180493807e-06,,1.102000010178017e-05,,refuted,
,814,,,2,finite_state,,,,,,moore_020,2,,,3.9833999835536815e-05,,1.563899991197104e-05,,proved,
,864,,,1,finite_state,,,,,,moore_021,1,,,4.988999990018783e-06,,9.827999974731938e-06,,refuted,
,749,,,2,finite_state,,,,,,moore_022,2,,,7.5639998158294475e-06,,4.046499998366926e-05,,proved,
,1023,,,3,finite_state,,,,,,moore_023,6,,,7.803500011505093e-05,,6.674399992334656e-05,,refuted,
,684,,,2,finite_state,,,,,,moore_024,2,,,7.0429998686449835e-06,,1.802299993869383e-05,,proved,
,836,,,1,finite_state,,,,,,moore_025,1,,,5.669999836754869e-06,,1.2163000064902008e-05,,refuted,
,992,,,3,finite_state,,,,,,moore_026,3,,,9.718999990582233e-06,,2.1950000018478022e-05,,proved,
,864,,,1,finite_state,,,,,,moore_027,1,,,5.5610000799788395e-06,,1.2092000133634428e-05,,refuted,
,1243,,,3,finite_state,,,,,,moore_028,3,,,1.0620000011840602e-05,,2.1410000044852495e-05,,proved,
,800,,,1,finite_state,,,,,,moore_029,1,,,3.6328000078356126e-05,,1.0518999943087692e-05,,refuted,
,898,,,3,finite_state,,,,,,moore_030,3,,,8.256000000983477e-06,,1.7352000213577412e-05,,proved,
,1134,,,2,finite_state,,,,,,moore_031,3,,,1.4046000160305994e-05,,1.495799983786128e-05,,refuted,
,954,,,2,finite_state,,,,,,moore_032,2,,,8.37600009617745e-06,,1.7923000086739194e-05,,proved,
,569,,,2,finite_state,,,,,,moore_033,2,,,3.335999963383074e-06,,9.50799994825502e-06,,refuted,
,863,,,2,finite_state,,,,,,moore_034,2,,,1.1211000128241722e-05,,1.6351000112990732e-05,,proved,
,953,,,4,finite_state,,,,,,moore_035,6,,,8.134999916364904e-06,,8.234300003095996e-05,,refuted,
,772,,,2,finite_state,,,,,,moore_036,2,,,7.1439999373978935e-06,,3.9933999914865126e-05,,proved,
,1121,,,1,finite_state,,,,,,moore_037,1,,,7.624000090800109e-06,,1.3285000022733584e-05,,refuted,
,992,,,3,finite_state,,,,,,moore_038,3,,,9.929000043484848e-06,,4.965299990544736e-05,,proved,
,908,,,1,finite_state,,,,,,moore_039,1,,,8.695999895280693e-06,,1.125099993259937e-05,,refuted,
,1471,,,3,finite_state,,,,,,moore_040,3,,,1.2293000054341974e-05,,2.6419999812787864e-05,,proved,
,1220,,,1,finite_state,,,,,,moore_041,1,,,8.415000138484174e-06,,1.4437000118050491e-05,,refuted,
,646,,,1,finite_state,,,,,,moore_042,1,,,5.5100001645769225e-06,,1.2493999975049519e-05,,proved,
,687,,,4,finite_state,,,,,,moore_043,5,,,4.599000021698885e-06,,1.307399998040637e-05,,refuted,
,1844,,,7,finite_state,,,,,,moore_044,7,,,1.753199990162102e-05,,3.718900006788317e-05,,proved,
,732,,,1,finite_state,,,,,,moore_045,1,,,4.667999974117265e-06,,9.968000085791573e-06,,refuted,
,749,,,2,finite_state,,,,,,moore_046,2,,,9.19700005397317e-06,,1.4216999943528208e-05,,proved,
,1150,,,1,finite_state,,,,,,moore_047,1,,,8.064999974521925e-06,,4.190899994682695e-05,,refuted,
,646,,,1,finite_state,,,,,,moore_048,1,,,5.058999931861763e-06,,1.0420000080557656e-05,,proved,
,849,,,2,finite_state,,,,,,moore_049,2,,,5.6200001381512266e-06,,1.191199999084347e-05,,refuted,
,1666,,,6,finite_state,,,,,,moore_050,6,,,1.4777999922443996e-05,,2.768200010905275e-05,,proved,
,644,,,1,finite_state,,,,,,moore_051,1,,,4.639000053430209e-06,,1.1160999974890728e-05,,refuted,
,1205,,,5,finite_state,,,,,,moore_052,5,,,5.185700001675286e-05,,2.3833999875932932e-05,,proved,
,1150,,,1,finite_state,,,,,,moore_053,1,,,7.734000064374413e-06,,1.3305000038599246e-05,,refuted,
,734,,,1,finite_state,,,,,,moore_054,1,,,5.461000000650529e-06,,1.4926999938325025e-05,,proved,
,906,,,2,finite_state,,,,,,moore_055,3,,,5.9710000641644e-06,,1.259300006495323e-05,,refuted,
,1348,,,5,finite_state,,,,,,moore_056,5,,,1.646999999138643e-05,,2.4244999849543092e-05,,proved,
,864,,,1,finite_state,,,,,,moore_057,1,,,4.90900015392981e-06,,9.968999847842497e-06,,refuted,
,711,,,1,finite_state,,,,,,moore_058,1,,,6.3520001276629046e-06,,1.3054000191914383e-05,,proved,
,1150,,,1,finite_state,,,,,,moore_059,1,,,7.434000053763157e-06,,1.575000010234362e-05,,refuted,
,948,,,2,finite_state,,,,,,moore_060,2,,,7.27399992683786e-06,,1.4848000091660651e-05,,proved,
,735,,,2,finite_state,,,,,,moore_061,3,,,4.718999889519182e-06,,1.2061999996149098e-05,,refuted,
,1882,,,8,finite_state,,,,,,moore_062,8,,,1.804299995455949e-05,,3.3012000130838715e-05,,proved,
,688,,,1,finite_state,,,,,,moore_063,1,,,4.509000063990243e-06,,1.001800001176889e-05,,refuted,
,1623,,,7,finite_state,,,,,,moore_064,7,,,1.594999980625289e-05,,5.848800014973676e-05,,proved,
,1010,,,1,finite_state,,,,,,moore_065,1,,,1.4026000144440331e-05,,1.3034999938099645e-05,,refuted,
,898,,,3,finite_state,,,,,,moore_066,3,,,8.816999979899265e-06,,1.7753000065567903e-05,,proved,
,1143,,,4,finite_state,,,,,,moore_067,4,,,7.37400000616617e-06,,1.7472999843448633e-05,,refuted,
,1526,,,6,finite_state,,,,,,moore_068,6,,,2.3182999939308502e-05,,2.790200005620136e-05,,proved,
,688,,,1,finite_state,,,,,,moore_069,1,,,4.448000026968657e-06,,1.0529000064707361e-05,,refuted,
,1547,,,5,finite_state,,,,,,moore_070,5,,,1.4837999970040983e-05,,8.44769999730488e-05,,proved,
,1290,,,1,finite_state,,,,,,moore_071,1,,,8.374999879379175e-06,,1.4547000091624795e-05,,refuted,
,910,,,1,finite_state,,,,,,moore_072,1,,,7.113000037861639e-06,,1.712099992801086e-05,,proved,
,608,,,1,finite_state,,,,,,moore_073,1,,,3.907000063918531e-06,,9.578000117471674e-06,,refuted,
,1844,,,7,finite_state,,,,,,moore_074,7,,,1.7722999928082572e-05,,6.068299990147352e-05,,proved,
,732,,,1,finite_state,,,,,,moore_075,1,,,5.821000058858772e-06,,9.276999890062143e-06,,refuted,
,711,,,1,finite_state,,,,,,moore_076,1,,,5.5699999848002335e-06,,1.1331000223435694e-05,,proved,
,870,,,1,finite_state,,,,,,moore_077,1,,,6.020999990141718e-06,,1.1240999810979702e-05,,refuted,
,948,,,2,finite_state,,,,,,moore_078,2,,,8.225000101447222e-06,,1.537899993309111e-05,,proved,
,1007,,,1,finite_state,,,,,,moore_079,1,,,3.636800011008745e-05,,1.077000001714623e-05,,refuted,
,1526,,,6,finite_state,,,,,,moore_080,6,,,1.4457000133916154e-05,,2.8524000072138733e-05,,proved,
,820,,,1,finite_state,,,,,,moore_081,1,,,5.228999953033053e-06,,1.1310999980196357e-05,,refuted,
,1509,,,4,finite_state,,,,,,moore_082,4,,,1.2143000049036345e-05,,2.2972000124354963e-05,,proved,
,1023,,,2,finite_state,,,,,,moore_083,4,,,6.852000069557107e-06,,1.481799995417532e-05,,refuted,
,1112,,,4,finite_state,,,,,,moore_084,4,,,9.307000027547474e-06,,1.8544000113251968e-05,,proved,
,1064,,,1,finite_state,,,,,,moore_085,1,,,6.7630001012730645e-06,,1.1731000086001586e-05,,refuted,
,1170,,,4,finite_state,,,,,,moore_086,4,,,1.066999993781792e-05,,2.539699994486e-05,,proved,
,764,,,3,finite_state,,,,,,moore_087,3,,,6.76199988447479e-06,,1.6189999996640836e-05,,proved,
,1205,,,5,finite_state,,,,,,moore_088,5,,,1.0760000122900237e-05,,2.1769999875687063e-05,,proved,
,1360,,,1,finite_state,,,,,,moore_089,1,,,8.527000090907677e-06,,1.3495000075636199e-05,,refuted,
,646,,,1,finite_state,,,,,,moore_090,1,,,5.188999921301729e-06,,1.1692000043694861e-05,,proved,
,1178,,,1,finite_state,,,,,,moore_091,1,,,7.5639998158294475e-06,,1.2301999959163368e-05,,refuted,
,1170,,,4,finite_state,,,,,,moore_092,4,,,1.0989999964294839e-05,,2.1069000013085315e-05,,proved,
,996,,,1,finite_state,,,,,,moore_093,1,,,6.04100000600738e-06,,1.4958000065234955e-05,,refuted,
,1281,,,4,finite_state,,,,,,moore_094,4,,,1.19019998692238e-05,,2.210100001320825e-05,,proved,
,1010,,,1,finite_state,,,,,,moore_095,1,,,6.992999942667666e-06,,1.249299998562492e-05,,refuted,
,684,,,2,finite_state,,,,,,moore_096,2,,,6.743000085407402e-06,,4.319000004215923e-05,,proved,
,1235,,,1,finite_state,,,,,,moore_097,1,,,7.524000011471799e-06,,1.2091999906260753e-05,,refuted,
,1526,,,6,finite_state,,,,,,moore_098,6,,,1.471699988542241e-05,,5.556399992201477e-05,,proved,
,952,,,1,finite_state,,,,,,moore_099,1,,,5.5699999848002335e-06,,1.0649999921952258e-05,,refuted,
,1547,,,5,finite_state,,,,,,moore_100,5,,,1.266399999622081e-05,,2.376499992351455e-05,,proved,
,1360,,,1,finite_state,,,,,,moore_101,1,,,8.867000133250258e-06,,1.4426999996430823e-05,,refuted,
,948,,,2,finite_state,,,,,,moore_102,2,,,7.553999921583454e-06,,1.4776999933019397e-05,,proved,
,1020,,,3,finite_state,,,,,,moore_103,4,,,6.492000011348864e-06,,1.4326000155051588e-05,,refuted,
,1526,,,6,finite_state,,,,,,moore_104,6,,,1.5128000086406246e-05,,2.748199995039613e-05,,proved,
,908,,,1,finite_state,,,,,,moore_105,1,,,5.269999974188977e-06,,1.01190000805218e-05,,refuted,
,1319,,,5,finite_state,,,,,,moore_106,5,,,1.1981999932686449e-05,,2.404500014563382e-05,,proved,
,1303,,,2,finite_state,,,,,,moore_107,4,,,8.576000027460395e-06,,1.5780000012455275e-05,,refuted,
,910,,,1,finite_state,,,,,,moore_108,1,,,6.522000148834195e-06,,1.3184999943405273e-05,,proved,
,893,,,1,finite_state,,,,,,moore_109,1,,,5.559999863180565e-06,,1.0830000064743217e-05,,refuted,
,814,,,2,finite_state,,,,,,moore_110,2,,,7.54500001676206e-06,,1.7553000134284957e-05,,proved,
,820,,,1,finite_state,,,,,,moore_111,1,,,4.918000058751204e-06,,1.0580000207482954e-05,,refuted,
,1319,,,5,finite_state,,,,,,moore_112,5,,,1.2692999916907866e-05,,2.366399985476164e-05,,proved,
,870,,,1,finite_state,,,,,,moore_113,1,,,5.850999968970427e-06,,1.1171000096510397e-05,,refuted,
,1074,,,3,finite_state,,,,,,moore_114,3,,,9.527999964120681e-06,,4.750800007968792e-05,,proved,
,950,,,1,finite_state,,,,,,moore_115,1,,,6.38200003777456e-06,,1.1071000017182087e-05,,refuted,
,992,,,3,finite_state,,,,,,moore_116,3,,,9.758000032888958e-06,,1.8424000018057995e-05,,proved,
,833,,,2,finite_state,,,,,,moore_117,2,,,5.180000016480335e-06,,1.5389000054710777e-05,,refuted,
,1585,,,6,finite_state,,,,,,moore_118,6,,,3.17589999667689e-05,,5.762700016020972e-05,,proved,
,1430,,,1,finite_state,,,,,,moore_119,1,,,9.546999990561744e-06,,1.6611000091870665e-05,,refuted,
,860,,,2,finite_state,,,,,,moore_120,2,,,7.302999847524916e-06,,1.6510000023117755e-05,,proved,
,950,,,1,finite_state,,,,,,moore_121,1,,,6.162000090625952e-06,,1.1962000144194462e-05,,refuted,
,1132,,,3,finite_state,,,,,,moore_122,3,,,9.777999821380945e-06,,2.3393999981635716e-05,,proved,
,820,,,1,finite_state,,,,,,moore_123,1,,,5.020000116928713e-06,,1.0118000091097201e-05,,refuted,
,1395,,,4,finite_state,,,,,,moore_124,4,,,1.2131999937992077e-05,,2.1510000124180806e-05,,proved,
,1220,,,1,finite_state,,,,,,moore_125,1,,,8.44600003802043e-06,,1.4386999964699498e-05,,refuted,
,998,,,1,finite_state,,,,,,moore_126,1,,,7.744000185994082e-06,,1.4487000044027809e-05,,proved,
,963,,,2,finite_state,,,,,,moore_127,3,,,5.9809999584103934e-06,,1.3234999869382591e-05,,refuted,
,1310,,,4,finite_state,,,,,,moore_128,4,,,1.2233000006744987e-05,,2.2181999838721822e-05,,proved,
,895,,,4,finite_state,,,,,,moore_129,4,,,5.439999995360267e-06,,1.365599996461242e-05,,refuted,
,1547,,,5,finite_state,,,,,,moore_130,5,,,0.00015217199984363106,,2.3874999897088856e-05,,proved,
,870,,,1,finite_state,,,,,,moore_131,1,,,6.11099994785036e-06,,4.752900008497818e-05,,refuted,
,646,,,1,finite_state,,,,,,moore_132,1,,,4.849000106332824e-06,,1.1251000159973046e-05,,proved,
,963,,,2,finite_state,,,,,,moore_133,2,,,6.8730000748473685e-06,,1.499800009696628e-05,,refuted,
,1526,,,6,finite_state,,,,,,moore_134,6,,,1.5218000044114888e-05,,2.9764999908366008e-05,,proved,
,921,,,2,finite_state,,,,,,moore_135,2,,,5.509999937203247e-06,,1.2103000017305021e-05,,refuted,
,1357,,,6,finite_state,,,,,,moore_136,6,,,1.28340000173921e-05,,2.56680000347842e-05,,proved,
,940,,,1,finite_state,,,,,,moore_137,1,,,6.702000064251479e-06,,1.0819999943123548e-05,,refuted,
,948,,,2,finite_state,,,,,,moore_138,2,,,7.2539999109721975e-06,,1.578999990670127e-05,,proved,
,1029,,,4,finite_state,,,,,,moore_139,7,,,7.002999836913659e-06,,1.6039999991335208e-05,,refuted,
,814,,,2,finite_state,,,,,,moore_140,2,,,7.743999958620407e-06,,1.640000004954345e-05,,proved,
,732,,,1,finite_state,,,,,,moore_141,1,,,6.511999799840851e-06,,1.191199999084347e-05,,proved,
,749,,,2,finite_state,,,,,,moore_142,2,,,6.542999926750781e-06,,1.3985999885335332e-05,,proved,
,1093,,,2,finite_state,,,,,,moore_143,4,,,7.863999826440704e-06,,1.496699997005635e-05,,refuted,
,1036,,,2,finite_state,,,,,,moore_144,2,,,8.755999942877679e-06,,1.73720000020694e-05,,proved,
,1007,,,1,finite_state,,,,,,moore_145,1,,,6.492000011348864e-06,,1.1341000117681688e-05,,refuted,
,1526,,,6,finite_state,,,,,,moore_146,6,,,1.5488999906665413e-05,,5.535299987968756e-05,,proved,
,877,,,2,finite_state,,,,,,moore_147,2,,,5.6799999583745375e-06,,1.2883999943369417e-05,,refuted,
,1585,,,6,finite_state,,,,,,moore_148,6,,,1.4016000022820663e-05,,2.5918999881469063e-05,,proved,
,940,,,1,finite_state,,,,,,moore_149,1,,,6.191000011313008e-06,,1.1441999959060922e-05,,refuted,
,684,,,2,finite_state,,,,,,moore_150,2,,,5.940999926679069e-06,,2.1490000108315144e-05,,proved,
,779,,,1,finite_state,,,,,,moore_151,1,,,5.249999958323315e-06,,2.6098000034835422e-05,,refuted,
,1526,,,6,finite_state,,,,,,moore_152,6,,,1.4947999943615287e-05,,2.698000002965273e-05,,proved,
,996,,,1,finite_state,,,,,,moore_153,1,,,1.8814999975802493e-05,,1.1380999922039337e-05,,refuted,
,1091,,,2,finite_state,,,,,,moore_154,2,,,8.565999905840727e-06,,1.753199990162102e-05,,proved,
,1360,,,1,finite_state,,,,,,moore_155,1,,,8.475999948132085e-06,,1.4327000144476187e-05,,refuted,
,822,,,1,finite_state,,,,,,moore_156,1,,,6.202000122357276e-06,,2.7692000003298745e-05,,proved,
,893,,,1,finite_state,,,,,,moore_157,1,,,5.740000005971524e-06,,1.156199982688122e-05,,refuted,
,992,,,3,finite_state,,,,,,moore_158,3,,,9.467999916523695e-06,,1.8233999981021043e-05,,proved,
,701,,,2,finite_state,,,,,,moore_159,2,,,4.31900002695329e-06,,1.0399000075267395e-05,,refuted,
,1661,,,8,finite_state,,,,,,moore_160,8,,,1.6109999933178187e-05,,2.8532999976960127e-05,,proved,
,1163,,,2,finite_state,,,,,,moore_161,4,,,8.355000090887188e-06,,1.6449999975520768e-05,,refuted,
,1086,,,1,finite_state,,,,,,moore_162,1,,,8.27500002742454e-06,,1.4967999959480949e-05,,proved,
,950,,,1,finite_state,,,,,,moore_163,1,,,6.643000006079092e-06,,3.8872000004630536e-05,,refuted,
,814,,,2,finite_state,,,,,,moore_164,2,,,7.344000096054515e-06,,1.818399982767005e-05,,proved,
,644,,,1,finite_state,,,,,,moore_165,1,,,4.107999984626076e-06,,9.517000080450089e-06,,refuted,
,1015,,,3,finite_state,,,,,,moore_166,3,,,6.849800001873518e-05,,1.6820999917399604e-05,,proved,
,1360,,,1,finite_state,,,,,,moore_167,1,,,8.576000027460395e-06,,1.3966000096843345e-05,,refuted,
,948,,,2,finite_state,,,,,,moore_168,2,,,8.084999990387587e-06,,1.6479999885632424e-05,,proved,
,1292,,,1,finite_state,,,,,,moore_169,1,,,8.214999979827553e-06,,1.3534999879993848e-05,,refuted,
,1348,,,5,finite_state,,,,,,moore_170,5,,,1.2502999879870913e-05,,2.4476000135109643e-05,,proved,
,556,,,1,finite_state,,,,,,moore_171,1,,,3.141900015179999e-05,,7.884999831730966e-06,,refuted,
,1129,,,3,finite_state,,,,,,moore_172,3,,,1.2313000070207636e-05,,1.952699994944851e-05,,proved,
,870,,,1,finite_state,,,,,,moore_173,1,,,5.900999894947745e-06,,1.0210000027655042e-05,,refuted,
,646,,,1,finite_state,,,,,,moore_174,1,,,8.515999979863409e-06,,1.0869999869100866e-05,,proved,
,766,,,4,finite_state,,,,,,moore_175,4,,,0.0001475049998589384,,3.0487000003631692e-05,,proved,
,1348,,,5,finite_state,,,,,,moore_176,5,,,1.2613000080818892e-05,,2.3935000172059517e-05,,proved,
,1009,,,2,finite_state,,,,,,moore_177,2,,,6.281999958446249e-06,,1.382599998578371e-05,,refuted,
,1623,,,7,finite_state,,,,,,moore_178,7,,,1.4767000038773404e-05,,2.773100004560547e-05,,proved,
