family,id,status,search_ms,check_ms,certificate_bytes
witness,a-3_b0_m3,proved,0.002057,0.001094,64
witness,a-3_b1_m3,impossible,0.000613,0,0
witness,a-3_b2_m3,impossible,0.000798,0,0
witness,a-3_b3_m3,proved,0.002048,0.001214,64
witness,a-3_b4_m3,impossible,0.0006,0,0
witness,a-3_b5_m3,impossible,0.00057,0,0
witness,a-2_b0_m3,proved,0.002071,0.001112,64
witness,a-2_b1_m3,proved,0.002063,0.001078,64
witness,a-2_b2_m3,proved,0.002332,0.001134,64
witness,a-2_b3_m3,proved,0.002001,0.001003,64
witness,a-2_b4_m3,proved,0.001954,0.001063,64
witness,a-2_b5_m3,proved,0.001981,0.001002,64
witness,a-1_b0_m3,proved,0.002265,0.001051,64
witness,a-1_b1_m3,proved,0.001931,0.00101,64
witness,a-1_b2_m3,proved,0.001762,0.001064,64
witness,a-1_b3_m3,proved,0.001968,0.001068,64
witness,a-1_b4_m3,proved,0.001849,0.000945,64
witness,a-1_b5_m3,proved,0.0021,0.000971,64
witness,a0_b0_m3,proved,0.00177,0.000999,63
witness,a0_b1_m3,impossible,0.000845,0,0
witness,a0_b2_m3,impossible,0.000601,0,0
witness,a0_b3_m3,proved,0.002008,0.000982,63
witness,a0_b4_m3,impossible,0.001086,0,0
witness,a0_b5_m3,impossible,0.000542,0,0
witness,a1_b0_m3,proved,0.001937,0.001369,63
witness,a1_b1_m3,proved,0.002155,0.000947,63
witness,a1_b2_m3,proved,0.001882,0.001175,63
witness,a1_b3_m3,proved,0.002095,0.001095,63
witness,a1_b4_m3,proved,0.001953,0.000956,63
witness,a1_b5_m3,proved,0.00217,0.00091,63
witness,a2_b0_m3,proved,0.001881,0.000998,63
witness,a2_b1_m3,proved,0.002074,0.000978,63
witness,a2_b2_m3,proved,0.002168,0.000933,63
witness,a2_b3_m3,proved,0.001795,0.001027,63
witness,a2_b4_m3,proved,0.001873,0.000965,63
witness,a2_b5_m3,proved,0.0018,0.000959,63
witness,a3_b0_m3,proved,0.001814,0.001019,63
witness,a3_b1_m3,impossible,0.000637,0,0
witness,a3_b2_m3,impossible,0.000572,0,0
witness,a3_b3_m3,proved,0.001737,0.000938,63
witness,a3_b4_m3,impossible,0.0006,0,0
witness,a3_b5_m3,impossible,0.000527,0,0
witness,a4_b0_m3,proved,0.001761,0.000965,63
witness,a4_b1_m3,proved,0.002114,0.000899,63
witness,a4_b2_m3,proved,0.002028,0.00086,63
witness,a4_b3_m3,proved,0.001789,0.001003,63
witness,a4_b4_m3,proved,0.001946,0.000931,63
witness,a4_b5_m3,proved,0.002034,0.000922,63
witness,a5_b0_m3,proved,0.002196,0.001058,63
witness,a5_b1_m3,proved,0.001872,0.000946,63
witness,a5_b2_m3,proved,0.001856,0.000932,63
witness,a5_b3_m3,proved,0.001904,0.000973,63
witness,a5_b4_m3,proved,0.001936,0.000908,63
witness,a5_b5_m3,proved,0.001713,0.001051,63
witness,a-3_b0_m4,proved,0.002652,0.001257,67
witness,a-3_b1_m4,proved,0.002439,0.001208,67
witness,a-3_b2_m4,proved,0.002419,0.001263,67
witness,a-3_b3_m4,proved,0.002784,0.001126,67
witness,a-3_b4_m4,proved,0.002343,0.001158,67
witness,a-3_b5_m4,proved,0.002391,0.001125,67
witness,a-2_b0_m4,proved,0.002478,0.001233,67
witness,a-2_b1_m4,impossible,0.000847,0,0
witness,a-2_b2_m4,proved,0.001997,0.001089,67
witness,a-2_b3_m4,impossible,0.000778,0,0
witness,a-2_b4_m4,proved,0.002147,0.001244,67
witness,a-2_b5_m4,impossible,0.000721,0,0
witness,a-1_b0_m4,proved,0.002793,0.001111,67
witness,a-1_b1_m4,proved,0.00237,0.001071,67
witness,a-1_b2_m4,proved,0.002387,0.001088,67
witness,a-1_b3_m4,proved,0.002513,0.001108,67
witness,a-1_b4_m4,proved,0.00226,0.001146,67
witness,a-1_b5_m4,proved,0.002507,0.001169,67
witness,a0_b0_m4,proved,0.002175,0.001189,66
witness,a0_b1_m4,impossible,0.00064,0,0
witness,a0_b2_m4,impossible,0.00058,0,0
witness,a0_b3_m4,impossible,0.000593,0,0
witness,a0_b4_m4,proved,0.00186,0.001077,66
witness,a0_b5_m4,impossible,0.000553,0,0
witness,a1_b0_m4,proved,0.002294,0.001143,66
witness,a1_b1_m4,proved,0.002659,0.001206,66
witness,a1_b2_m4,proved,0.002525,0.001178,66
witness,a1_b3_m4,proved,0.002404,0.001243,66
witness,a1_b4_m4,proved,0.002353,0.001094,66
witness,a1_b5_m4,proved,0.002234,0.001128,66
witness,a2_b0_m4,proved,0.002475,0.001118,66
witness,a2_b1_m4,impossible,0.000696,0,0
witness,a2_b2_m4,proved,0.002017,0.001125,66
witness,a2_b3_m4,impossible,0.000695,0,0
witness,a2_b4_m4,proved,0.002026,0.00114,66
witness,a2_b5_m4,impossible,0.000592,0,0
witness,a3_b0_m4,proved,0.002202,0.001095,66
witness,a3_b1_m4,proved,0.002676,0.001137,66
witness,a3_b2_m4,proved,0.002555,0.001057,66
witness,a3_b3_m4,proved,0.002393,0.001163,66
witness,a3_b4_m4,proved,0.002402,0.001077,66
witness,a3_b5_m4,proved,0.002619,0.001091,66
witness,a4_b0_m4,proved,0.002075,0.001084,66
witness,a4_b1_m4,impossible,0.000665,0,0
witness,a4_b2_m4,impossible,0.000587,0,0
witness,a4_b3_m4,impossible,0.000624,0,0
witness,a4_b4_m4,proved,0.001919,0.001179,66
witness,a4_b5_m4,impossible,0.000607,0,0
witness,a5_b0_m4,proved,0.002293,0.00108,66
witness,a5_b1_m4,proved,0.002528,0.001084,66
witness,a5_b2_m4,proved,0.00249,0.001102,66
witness,a5_b3_m4,proved,0.002319,0.001142,66
witness,a5_b4_m4,proved,0.002293,0.001057,66
witness,a5_b5_m4,proved,0.002299,0.001122,66
witness,a-3_b0_m5,proved,0.002989,0.001316,70
witness,a-3_b1_m5,proved,0.003272,0.00138,70
witness,a-3_b2_m5,proved,0.00294,0.001287,70
witness,a-3_b3_m5,proved,0.003079,0.001344,70
witness,a-3_b4_m5,proved,0.003008,0.001338,70
witness,a-3_b5_m5,proved,0.00294,0.001369,70
witness,a-2_b0_m5,proved,0.002974,0.00128,70
witness,a-2_b1_m5,proved,0.002907,0.001283,70
witness,a-2_b2_m5,proved,0.00322,0.00126,70
witness,a-2_b3_m5,proved,0.002944,0.001256,70
witness,a-2_b4_m5,proved,0.003107,0.001287,70
witness,a-2_b5_m5,proved,0.003068,0.00128,70
witness,a-1_b0_m5,proved,0.002972,0.001248,70
witness,a-1_b1_m5,proved,0.002906,0.001217,70
witness,a-1_b2_m5,proved,0.00293,0.001248,70
witness,a-1_b3_m5,proved,0.00316,0.001325,70
witness,a-1_b4_m5,proved,0.003082,0.001259,70
witness,a-1_b5_m5,proved,0.003594,0.001291,70
witness,a0_b0_m5,proved,0.002298,0.00131,69
witness,a0_b1_m5,impossible,0.000794,0,0
witness,a0_b2_m5,impossible,0.000789,0,0
witness,a0_b3_m5,impossible,0.000622,0,0
witness,a0_b4_m5,impossible,0.000555,0,0
witness,a0_b5_m5,proved,0.002066,0.001223,69
witness,a1_b0_m5,proved,0.002802,0.001291,69
witness,a1_b1_m5,proved,0.002879,0.001227,69
witness,a1_b2_m5,proved,0.004673,0.001784,69
witness,a1_b3_m5,proved,0.003197,0.001357,69
witness,a1_b4_m5,proved,0.002787,0.001155,69
witness,a1_b5_m5,proved,0.002801,0.00132,69
witness,a2_b0_m5,proved,0.002878,0.001249,69
witness,a2_b1_m5,proved,0.003137,0.001318,69
witness,a2_b2_m5,proved,0.002705,0.001223,69
witness,a2_b3_m5,proved,0.00287,0.001291,69
witness,a2_b4_m5,proved,0.002723,0.001299,69
witness,a2_b5_m5,proved,0.00279,0.001248,69
witness,a3_b0_m5,proved,0.002917,0.001197,69
witness,a3_b1_m5,proved,0.002811,0.001251,69
witness,a3_b2_m5,proved,0.002748,0.001226,69
witness,a3_b3_m5,proved,0.002902,0.001207,69
witness,a3_b4_m5,proved,0.002771,0.001215,69
witness,a3_b5_m5,proved,0.002692,0.001253,69
witness,a4_b0_m5,proved,0.002671,0.001231,69
witness,a4_b1_m5,proved,0.003213,0.001217,69
witness,a4_b2_m5,proved,0.00306,0.001207,69
witness,a4_b3_m5,proved,0.002847,0.001245,69
witness,a4_b4_m5,proved,0.00284,0.001223,69
witness,a4_b5_m5,proved,0.002701,0.001262,69
witness,a5_b0_m5,proved,0.002272,0.001233,69
witness,a5_b1_m5,impossible,0.000632,0,0
witness,a5_b2_m5,impossible,0.00065,0,0
witness,a5_b3_m5,impossible,0.000565,0,0
witness,a5_b4_m5,impossible,0.000563,0,0
witness,a5_b5_m5,proved,0.002593,0.001241,69
witness,a-3_b0_m6,proved,0.003083,0.001414,73
witness,a-3_b1_m6,impossible,0.000666,0,0
witness,a-3_b2_m6,impossible,0.000618,0,0
witness,a-3_b3_m6,proved,0.003066,0.0015,73
witness,a-3_b4_m6,impossible,0.000602,0,0
witness,a-3_b5_m6,impossible,0.000527,0,0
witness,a-2_b0_m6,proved,0.00316,0.001464,73
witness,a-2_b1_m6,impossible,0.000732,0,0
witness,a-2_b2_m6,proved,0.003032,0.001481,73
witness,a-2_b3_m6,impossible,0.000584,0,0
witness,a-2_b4_m6,proved,0.003045,0.001606,73
witness,a-2_b5_m6,impossible,0.000585,0,0
witness,a-1_b0_m6,proved,0.003702,0.001415,73
witness,a-1_b1_m6,proved,0.003443,0.001455,73
witness,a-1_b2_m6,proved,0.003662,0.001379,73
witness,a-1_b3_m6,proved,0.003893,0.001352,73
witness,a-1_b4_m6,proved,0.003889,0.001418,73
witness,a-1_b5_m6,proved,0.003785,0.00132,73
witness,a0_b0_m6,proved,0.00265,0.001314,72
witness,a0_b1_m6,impossible,0.000725,0,0
witness,a0_b2_m6,impossible,0.000581,0,0
witness,a0_b3_m6,impossible,0.000562,0,0
witness,a0_b4_m6,impossible,0.000533,0,0
witness,a0_b5_m6,impossible,0.000499,0,0
witness,a1_b0_m6,proved,0.003337,0.001343,72
witness,a1_b1_m6,proved,0.003498,0.00137,72
witness,a1_b2_m6,proved,0.003824,0.001268,72
witness,a1_b3_m6,proved,0.003492,0.001276,72
witness,a1_b4_m6,proved,0.003254,0.001315,72
witness,a1_b5_m6,proved,0.003754,0.001269,72
witness,a2_b0_m6,proved,0.002961,0.001331,72
witness,a2_b1_m6,impossible,0.000751,0,0
witness,a2_b2_m6,proved,0.00272,0.001424,72
witness,a2_b3_m6,impossible,0.000684,0,0
witness,a2_b4_m6,proved,0.002698,0.001328,72
witness,a2_b5_m6,impossible,0.000814,0,0
witness,a3_b0_m6,proved,0.003106,0.001381,72
witness,a3_b1_m6,impossible,0.000566,0,0
witness,a3_b2_m6,impossible,0.000595,0,0
witness,a3_b3_m6,proved,0.002646,0.001365,72
witness,a3_b4_m6,impossible,0.000606,0,0
witness,a3_b5_m6,impossible,0.000557,0,0
witness,a4_b0_m6,proved,0.002742,0.001339,72
witness,a4_b1_m6,impossible,0.000629,0,0
witness,a4_b2_m6,proved,0.002829,0.001389,72
witness,a4_b3_m6,impossible,0.00063,0,0
witness,a4_b4_m6,proved,0.002924,0.00126,72
witness,a4_b5_m6,impossible,0.000561,0,0
witness,a5_b0_m6,proved,0.003313,0.001291,72
witness,a5_b1_m6,proved,0.003379,0.001318,72
witness,a5_b2_m6,proved,0.003431,0.001299,72
witness,a5_b3_m6,proved,0.003286,0.001382,72
witness,a5_b4_m6,proved,0.003269,0.001508,72
witness,a5_b5_m6,proved,0.003439,0.001393,72
witness,a-3_b0_m7,proved,0.004299,0.001702,76
witness,a-3_b1_m7,proved,0.004181,0.001513,76
witness,a-3_b2_m7,proved,0.004127,0.001488,76
witness,a-3_b3_m7,proved,0.004209,0.001554,76
witness,a-3_b4_m7,proved,0.00412,0.001839,76
witness,a-3_b5_m7,proved,0.004453,0.001617,76
witness,a-2_b0_m7,proved,0.004449,0.001745,76
witness,a-2_b1_m7,proved,0.004037,0.001484,76
witness,a-2_b2_m7,proved,0.004208,0.001581,76
witness,a-2_b3_m7,proved,0.004656,0.001582,76
witness,a-2_b4_m7,proved,0.004187,0.00154,76
witness,a-2_b5_m7,proved,0.004029,0.027692,76
witness,a-1_b0_m7,proved,0.00548,0.001857,76
witness,a-1_b1_m7,proved,0.004433,0.001679,76
witness,a-1_b2_m7,proved,0.00446,0.001615,76
witness,a-1_b3_m7,proved,0.004445,0.001494,76
witness,a-1_b4_m7,proved,0.004395,0.001516,76
witness,a-1_b5_m7,proved,0.004163,0.001609,76
witness,a0_b0_m7,proved,0.002722,0.001557,75
witness,a0_b1_m7,impossible,0.000771,0,0
witness,a0_b2_m7,impossible,0.000643,0,0
witness,a0_b3_m7,impossible,0.000541,0,0
witness,a0_b4_m7,impossible,0.000564,0,0
witness,a0_b5_m7,impossible,0.000526,0,0
witness,a1_b0_m7,proved,0.004037,0.001687,75
witness,a1_b1_m7,proved,0.003871,0.001534,75
witness,a1_b2_m7,proved,0.003906,0.001466,75
witness,a1_b3_m7,proved,0.003753,0.001437,75
witness,a1_b4_m7,proved,0.004046,0.001502,75
witness,a1_b5_m7,proved,0.0038,0.001408,75
witness,a2_b0_m7,proved,0.003817,0.001422,75
witness,a2_b1_m7,proved,0.004045,0.001457,75
witness,a2_b2_m7,proved,0.004414,0.00143,75
witness,a2_b3_m7,proved,0.003958,0.001397,75
witness,a2_b4_m7,proved,0.003831,0.001617,75
witness,a2_b5_m7,proved,0.003924,0.001376,75
witness,a3_b0_m7,proved,0.003927,0.00145,75
witness,a3_b1_m7,proved,0.005573,0.001794,75
witness,a3_b2_m7,proved,0.004071,0.00161,75
witness,a3_b3_m7,proved,0.003971,0.001528,75
witness,a3_b4_m7,proved,0.003908,0.001552,75
witness,a3_b5_m7,proved,0.004151,0.001479,75
witness,a4_b0_m7,proved,0.003926,0.001492,75
witness,a4_b1_m7,proved,0.004333,0.001456,75
witness,a4_b2_m7,proved,0.003943,0.001447,75
witness,a4_b3_m7,proved,0.004029,0.001598,75
witness,a4_b4_m7,proved,0.003952,0.001526,75
witness,a4_b5_m7,proved,0.003791,0.001494,75
witness,a5_b0_m7,proved,0.003777,0.001479,75
witness,a5_b1_m7,proved,0.003826,0.001518,75
witness,a5_b2_m7,proved,0.003992,0.001457,75
witness,a5_b3_m7,proved,0.004117,0.001458,75
witness,a5_b4_m7,proved,0.00387,0.001482,75
witness,a5_b5_m7,proved,0.003793,0.001454,75
witness,a-3_b0_m8,proved,0.004934,0.001736,79
witness,a-3_b1_m8,proved,0.004913,0.001642,79
witness,a-3_b2_m8,proved,0.004981,0.001586,79
witness,a-3_b3_m8,proved,0.004697,0.001621,79
witness,a-3_b4_m8,proved,0.004745,0.001655,79
witness,a-3_b5_m8,proved,0.004686,0.001711,79
witness,a-2_b0_m8,proved,0.004042,0.001661,79
witness,a-2_b1_m8,impossible,0.00091,0,0
witness,a-2_b2_m8,proved,0.004298,0.001707,79
witness,a-2_b3_m8,impossible,0.000653,0,0
witness,a-2_b4_m8,proved,0.003798,0.001694,79
witness,a-2_b5_m8,impossible,0.000652,0,0
witness,a-1_b0_m8,proved,0.004914,0.001625,79
witness,a-1_b1_m8,proved,0.004831,0.001569,79
witness,a-1_b2_m8,proved,0.0049,0.001706,79
witness,a-1_b3_m8,proved,0.005048,0.001661,79
witness,a-1_b4_m8,proved,0.004767,0.001763,79
witness,a-1_b5_m8,proved,0.005139,0.001628,79
witness,a0_b0_m8,proved,0.002985,0.001553,78
witness,a0_b1_m8,impossible,0.000634,0,0
witness,a0_b2_m8,impossible,0.000546,0,0
witness,a0_b3_m8,impossible,0.000521,0,0
witness,a0_b4_m8,impossible,0.000519,0,0
witness,a0_b5_m8,impossible,0.000531,0,0
witness,a1_b0_m8,proved,0.004673,0.001598,78
witness,a1_b1_m8,proved,0.005205,0.001504,78
witness,a1_b2_m8,proved,0.004518,0.001525,78
witness,a1_b3_m8,proved,0.004474,0.001567,78
witness,a1_b4_m8,proved,0.004524,0.001573,78
witness,a1_b5_m8,proved,0.004844,0.001506,78
witness,a2_b0_m8,proved,0.003678,0.001546,78
witness,a2_b1_m8,impossible,0.000789,0,0
witness,a2_b2_m8,proved,0.003675,0.001542,78
witness,a2_b3_m8,impossible,0.000649,0,0
witness,a2_b4_m8,proved,0.003565,0.00155,78
witness,a2_b5_m8,impossible,0.000675,0,0
witness,a3_b0_m8,proved,0.004486,0.001537,78
witness,a3_b1_m8,proved,0.004928,0.001581,78
witness,a3_b2_m8,proved,0.004527,0.001539,78
witness,a3_b3_m8,proved,0.00452,0.00153,78
witness,a3_b4_m8,proved,0.005117,0.001598,78
witness,a3_b5_m8,proved,0.005446,0.001558,78
witness,a4_b0_m8,proved,0.003507,0.001597,78
witness,a4_b1_m8,impossible,0.000611,0,0
witness,a4_b2_m8,impossible,0.000628,0,0
witness,a4_b3_m8,impossible,0.000589,0,0
witness,a4_b4_m8,proved,0.003215,0.001736,78
witness,a4_b5_m8,impossible,0.000549,0,0
witness,a5_b0_m8,proved,0.004698,0.001623,78
witness,a5_b1_m8,proved,0.004852,0.001602,78
witness,a5_b2_m8,proved,0.004472,0.001504,78
witness,a5_b3_m8,proved,0.004717,0.001588,78
witness,a5_b4_m8,proved,0.004788,0.001603,78
witness,a5_b5_m8,proved,0.005011,0.001581,78
witness,a-3_b0_m9,proved,0.004258,0.001796,82
witness,a-3_b1_m9,impossible,0.000756,0,0
witness,a-3_b2_m9,impossible,0.000594,0,0
witness,a-3_b3_m9,proved,0.004141,0.001844,82
witness,a-3_b4_m9,impossible,0.000747,0,0
witness,a-3_b5_m9,impossible,0.000508,0,0
witness,a-2_b0_m9,proved,0.005569,0.001868,82
witness,a-2_b1_m9,proved,0.006304,0.001794,82
witness,a-2_b2_m9,proved,0.005651,0.001679,82
witness,a-2_b3_m9,proved,0.005844,0.001754,82
witness,a-2_b4_m9,proved,0.005934,0.001768,82
witness,a-2_b5_m9,proved,0.006115,0.001852,82
witness,a-1_b0_m9,proved,0.006278,0.001797,82
witness,a-1_b1_m9,proved,0.005585,0.001812,82
witness,a-1_b2_m9,proved,0.005955,0.001765,82
witness,a-1_b3_m9,proved,0.006113,0.001812,82
witness,a-1_b4_m9,proved,0.005718,0.001758,82
witness,a-1_b5_m9,proved,0.006115,0.001802,82
witness,a0_b0_m9,proved,0.00332,0.001691,81
witness,a0_b1_m9,impossible,0.000727,0,0
witness,a0_b2_m9,impossible,0.000575,0,0
witness,a0_b3_m9,impossible,0.000495,0,0
witness,a0_b4_m9,impossible,0.000551,0,0
witness,a0_b5_m9,impossible,0.000512,0,0
witness,a1_b0_m9,proved,0.005251,0.001746,81
witness,a1_b1_m9,proved,0.005518,0.001716,81
witness,a1_b2_m9,proved,0.005542,0.001703,81
witness,a1_b3_m9,proved,0.005679,0.001658,81
witness,a1_b4_m9,proved,0.005459,0.001819,81
witness,a1_b5_m9,proved,0.005598,0.001638,81
witness,a2_b0_m9,proved,0.005159,0.001628,81
witness,a2_b1_m9,proved,0.005754,0.00179,81
witness,a2_b2_m9,proved,0.005308,0.00168,81
witness,a2_b3_m9,proved,0.00635,0.001928,81
witness,a2_b4_m9,proved,0.005838,0.0016,81
witness,a2_b5_m9,proved,0.005558,0.001662,81
witness,a3_b0_m9,proved,0.319941,0.003496,81
witness,a3_b1_m9,impossible,0.001474,0,0
witness,a3_b2_m9,impossible,0.000787,0,0
witness,a3_b3_m9,proved,0.00425,0.002113,81
witness,a3_b4_m9,impossible,0.000748,0,0
witness,a3_b5_m9,impossible,0.0005,0,0
witness,a4_b0_m9,proved,0.00552,0.001883,81
witness,a4_b1_m9,proved,0.005467,0.001685,81
witness,a4_b2_m9,proved,0.005545,0.001753,81
witness,a4_b3_m9,proved,0.00537,0.001665,81
witness,a4_b4_m9,proved,0.005353,0.001725,81
witness,a4_b5_m9,proved,0.00554,0.001643,81
witness,a5_b0_m9,proved,0.005371,0.001732,81
witness,a5_b1_m9,proved,0.005201,0.001656,81
witness,a5_b2_m9,proved,0.005093,0.001685,81
witness,a5_b3_m9,proved,0.005434,0.001679,81
witness,a5_b4_m9,proved,0.005433,0.001704,81
witness,a5_b5_m9,proved,0.005103,0.00171,81
witness,a-3_b0_m10,proved,0.006754,0.001861,86
witness,a-3_b1_m10,proved,0.006757,0.001915,86
witness,a-3_b2_m10,proved,0.006718,0.001902,86
witness,a-3_b3_m10,proved,0.007212,0.00571,86
witness,a-3_b4_m10,proved,0.008355,0.00268,86
witness,a-3_b5_m10,proved,0.006808,0.001961,86
witness,a-2_b0_m10,proved,0.005125,0.001954,86
witness,a-2_b1_m10,impossible,0.000754,0,0
witness,a-2_b2_m10,proved,0.005306,0.001993,86
witness,a-2_b3_m10,impossible,0.000704,0,0
witness,a-2_b4_m10,proved,0.005035,0.001798,86
witness,a-2_b5_m10,impossible,0.000882,0,0
witness,a-1_b0_m10,proved,0.00673,0.001968,86
witness,a-1_b1_m10,proved,0.008148,0.002201,86
witness,a-1_b2_m10,proved,0.006986,0.001807,86
witness,a-1_b3_m10,proved,0.006765,0.001886,86
witness,a-1_b4_m10,proved,0.007205,0.001894,86
witness,a-1_b5_m10,proved,0.006721,0.002077,86
witness,a0_b0_m10,proved,0.003721,0.001927,85
witness,a0_b1_m10,impossible,0.000738,0,0
witness,a0_b2_m10,impossible,0.000589,0,0
witness,a0_b3_m10,impossible,0.000506,0,0
witness,a0_b4_m10,impossible,0.000781,0,0
witness,a0_b5_m10,impossible,0.018154,0,0
witness,a1_b0_m10,proved,0.00693,0.00274,85
witness,a1_b1_m10,proved,0.006734,0.002217,85
witness,a1_b2_m10,proved,0.006328,0.001875,85
witness,a1_b3_m10,proved,0.006262,0.001814,85
witness,a1_b4_m10,proved,0.005992,0.001781,85
witness,a1_b5_m10,proved,0.006761,0.002271,85
witness,a2_b0_m10,proved,0.006073,0.001834,85
witness,a2_b1_m10,impossible,0.000737,0,0
witness,a2_b2_m10,proved,0.004777,0.001915,85
witness,a2_b3_m10,impossible,0.000719,0,0
witness,a2_b4_m10,proved,0.019796,0.002298,85
witness,a2_b5_m10,impossible,0.000988,0,0
witness,a3_b0_m10,proved,0.006114,0.001815,85
witness,a3_b1_m10,proved,0.006086,0.001862,85
witness,a3_b2_m10,proved,0.006256,0.001867,85
witness,a3_b3_m10,proved,0.005811,0.001874,85
witness,a3_b4_m10,proved,0.006619,0.001841,85
witness,a3_b5_m10,proved,0.006005,0.001808,85
witness,a4_b0_m10,proved,0.004737,0.001822,85
witness,a4_b1_m10,impossible,0.001201,0,0
witness,a4_b2_m10,proved,0.005066,0.002312,85
witness,a4_b3_m10,impossible,0.015183,0,0
witness,a4_b4_m10,proved,0.004869,0.002303,85
witness,a4_b5_m10,impossible,0.00088,0,0
witness,a5_b0_m10,proved,0.004128,0.001991,85
witness,a5_b1_m10,impossible,0.000807,0,0
witness,a5_b2_m10,impossible,0.000586,0,0
witness,a5_b3_m10,impossible,0.000568,0,0
witness,a5_b4_m10,impossible,0.000539,0,0
witness,a5_b5_m10,proved,0.004004,0.001806,85
witness,a-3_b0_m11,proved,0.007891,0.00206,90
witness,a-3_b1_m11,proved,0.007112,0.002017,90
witness,a-3_b2_m11,proved,0.007043,0.001961,90
witness,a-3_b3_m11,proved,0.007122,0.002057,90
witness,a-3_b4_m11,proved,0.008699,0.002394,90
witness,a-3_b5_m11,proved,0.007385,0.002028,90
witness,a-2_b0_m11,proved,0.007929,0.002352,90
witness,a-2_b1_m11,proved,0.007245,0.001985,90
witness,a-2_b2_m11,proved,0.007044,0.001961,90
witness,a-2_b3_m11,proved,0.007128,0.002075,90
witness,a-2_b4_m11,proved,0.007131,0.002021,90
witness,a-2_b5_m11,proved,0.007571,0.001947,90
witness,a-1_b0_m11,proved,0.007326,0.00202,90
witness,a-1_b1_m11,proved,0.008474,0.002456,90
witness,a-1_b2_m11,proved,0.008522,0.002161,90
witness,a-1_b3_m11,proved,0.007668,0.002129,90
witness,a-1_b4_m11,proved,0.00735,0.00198,90
witness,a-1_b5_m11,proved,0.007099,0.002031,90
witness,a0_b0_m11,proved,0.004147,0.002036,88
witness,a0_b1_m11,impossible,0.001419,0,0
witness,a0_b2_m11,impossible,0.000566,0,0
witness,a0_b3_m11,impossible,0.000603,0,0
witness,a0_b4_m11,impossible,0.000518,0,0
witness,a0_b5_m11,impossible,0.000516,0,0
witness,a1_b0_m11,proved,0.007409,0.002648,89
witness,a1_b1_m11,proved,0.006891,0.002032,89
witness,a1_b2_m11,proved,0.008221,0.002321,89
witness,a1_b3_m11,proved,0.00707,0.001891,89
witness,a1_b4_m11,proved,0.006826,0.001945,89
witness,a1_b5_m11,proved,0.006724,0.001875,89
witness,a2_b0_m11,proved,0.012409,0.003066,89
witness,a2_b1_m11,proved,0.012158,0.00383,89
witness,a2_b2_m11,proved,0.007813,0.002375,89
witness,a2_b3_m11,proved,0.007186,0.002034,89
witness,a2_b4_m11,proved,0.008325,0.002347,89
witness,a2_b5_m11,proved,0.007726,0.002228,89
witness,a3_b0_m11,proved,0.007935,0.00217,89
witness,a3_b1_m11,proved,0.007282,0.00188,89
witness,a3_b2_m11,proved,0.007117,0.001993,89
witness,a3_b3_m11,proved,0.00713,0.002007,89
witness,a3_b4_m11,proved,0.00688,0.001882,89
witness,a3_b5_m11,proved,0.00691,0.002041,89
witness,a4_b0_m11,proved,0.006887,0.001974,89
witness,a4_b1_m11,proved,0.012928,0.003614,89
witness,a4_b2_m11,proved,0.008271,0.002271,89
witness,a4_b3_m11,proved,0.024097,0.002176,89
witness,a4_b4_m11,proved,0.006998,0.001964,89
witness,a4_b5_m11,proved,0.00689,0.001947,89
witness,a5_b0_m11,proved,0.00791,0.002159,89
witness,a5_b1_m11,proved,0.006918,0.001973,89
witness,a5_b2_m11,proved,0.007728,0.002144,89
witness,a5_b3_m11,proved,0.006978,0.002,89
witness,a5_b4_m11,proved,0.00698,0.00181,89
witness,a5_b5_m11,proved,0.007183,0.001846,89
witness,a-3_b0_m12,proved,0.006079,0.002268,92
witness,a-3_b1_m12,impossible,0.017015,0,0
witness,a-3_b2_m12,impossible,0.00076,0,0
witness,a-3_b3_m12,proved,0.00625,0.002497,92
witness,a-3_b4_m12,impossible,0.000627,0,0
witness,a-3_b5_m12,impossible,0.000464,0,0
witness,a-2_b0_m12,proved,0.006093,0.002143,92
witness,a-2_b1_m12,impossible,0.000738,0,0
witness,a-2_b2_m12,proved,0.006184,0.002204,92
witness,a-2_b3_m12,impossible,0.001371,0,0
witness,a-2_b4_m12,proved,0.006608,0.002417,92
witness,a-2_b5_m12,impossible,0.000847,0,0
witness,a-1_b0_m12,proved,0.008327,0.002188,94
witness,a-1_b1_m12,proved,0.008519,0.002355,94
witness,a-1_b2_m12,proved,0.02337,0.002494,94
witness,a-1_b3_m12,proved,0.008403,0.002015,94
witness,a-1_b4_m12,proved,0.008058,0.002138,94
witness,a-1_b5_m12,proved,0.00786,0.002116,94
witness,a0_b0_m12,proved,0.004645,0.002117,91
witness,a0_b1_m12,impossible,0.001282,0,0
witness,a0_b2_m12,impossible,0.000607,0,0
witness,a0_b3_m12,impossible,0.000547,0,0
witness,a0_b4_m12,impossible,0.000591,0,0
witness,a0_b5_m12,impossible,0.000516,0,0
witness,a1_b0_m12,proved,0.008081,0.002533,93
witness,a1_b1_m12,proved,0.007783,0.002211,93
witness,a1_b2_m12,proved,0.008574,0.002372,93
witness,a1_b3_m12,proved,0.009005,0.002258,93
witness,a1_b4_m12,proved,0.007728,0.002055,93
witness,a1_b5_m12,proved,0.007663,0.00212,93
witness,a2_b0_m12,proved,0.005674,0.002026,91
witness,a2_b1_m12,impossible,0.000751,0,0
witness,a2_b2_m12,proved,0.005658,0.002031,91
witness,a2_b3_m12,impossible,0.000605,0,0
